county,year,per_capita_income,unemployment_rate,population,tax_revenue_per_capita,log_income,local_party,central_party,aligned,party_alternation,consecutive_years,dpp_dummy,kmt_dummy
桃園市,2012,279273.25,4.52,2043548.0,21600.0,12.5399,KMT,KMT,1,0,12,0,1
桃園市,2013,285515.5,4.28,2064292.0,21900.0,12.5621,KMT,KMT,1,0,13,0,1
桃園市,2014,291757.75,4.04,2085036.0,22200.0,12.5837,DPP,KMT,0,1,1,1,0
桃園市,2015,298000.0,3.8,2105780.0,22500.0,12.6048,DPP,KMT,0,1,2,1,0
桃園市,2016,301400.0,3.8,2138385.4,22800.0,12.6162,DPP,DPP,1,1,3,1,0
桃園市,2017,304800.0,3.8,2170990.8,23100.0,12.6274,DPP,DPP,1,1,4,1,0
桃園市,2018,308200.0,3.8,2203596.2,23400.0,12.6385,DPP,DPP,1,0,5,1,0
桃園市,2019,311600.0,3.8,2236201.6,23700.0,12.6495,DPP,DPP,1,0,6,1,0
桃園市,2020,315000.0,3.8,2268807.0,24000.0,12.6603,DPP,DPP,1,0,7,1,0
桃園市,2021,318400.0,3.8,2301412.4,24300.0,12.6711,DPP,DPP,1,0,8,1,0
桃園市,2022,321800.0,3.8,2334017.8,24600.0,12.6817,KMT,DPP,0,1,1,0,1
桃園市,2023,325200.0,3.8,2366623.2,24900.0,12.6922,KMT,DPP,0,1,2,0,1
桃園市,2024,328600.0,3.8,2399228.6,25200.0,12.7026,KMT,DPP,0,1,3,0,1
臺中市,1990,227004.0,2.0999999999999996,2637800.0,13000.0,12.3327,KMT,KMT,1,0,1,0,1
臺中市,1991,230870.4,2.2399999999999993,2639985.6,13300.0,12.3496,KMT,KMT,1,0,2,0,1
臺中市,1992,234736.8,2.38,2642171.2,13600.0,12.3662,KMT,KMT,1,0,3,0,1
臺中市,1993,238603.2,2.5199999999999996,2644356.8,13900.0,12.3826,KMT,KMT,1,0,4,0,1
臺中市,1994,242469.6,2.6599999999999997,2646542.4,14200.0,12.3986,KMT,KMT,1,0,5,0,1
臺中市,1995,246336.0,2.8,2648728.0,14500.0,12.4145,KMT,KMT,1,0,6,0,1
臺中市,1996,250202.4,2.94,2650913.6,14800.0,12.43,KMT,KMT,1,0,7,0,1
臺中市,1997,254068.8,3.08,2653099.2,15100.0,12.4454,DPP,KMT,0,1,1,1,0
臺中市,1998,257935.2,3.22,2655284.8,15400.0,12.4605,DPP,KMT,0,1,2,1,0
臺中市,1999,261801.6,3.36,2657470.4,15700.0,12.4753,DPP,KMT,0,1,3,1,0
臺中市,2000,265668.0,3.5,2659656.0,16000.0,12.49,DPP,DPP,1,1,4,1,0
臺中市,2001,269534.4,3.64,2661841.6,16300.0,12.5045,KMT,DPP,0,1,1,0,1
臺中市,2002,273400.8,3.78,2664027.2,16600.0,12.5187,KMT,DPP,0,1,2,0,1
臺中市,2003,277267.2,3.92,2666212.8,16900.0,12.5327,KMT,DPP,0,1,3,0,1
臺中市,2004,281133.6,4.0600000000000005,2668398.4,17200.0,12.5466,KMT,DPP,0,1,4,0,1
臺中市,2005,285000.0,4.2,2670584.0,17500.0,12.5602,KMT,DPP,0,0,5,0,1
臺中市,2006,283600.0,4.38,2677198.8,17700.0,12.5553,KMT,DPP,0,0,6,0,1
臺中市,2007,282200.0,4.56,2683813.6,17900.0,12.5504,KMT,DPP,0,0,7,0,1
臺中市,2008,280800.0,4.74,2690428.4,18100.0,12.5454,KMT,KMT,1,0,8,0,1
臺中市,2009,279400.0,4.92,2697043.2,18300.0,12.5404,KMT,KMT,1,0,9,0,1
臺中市,2010,278000.0,5.1,2703658.0,18500.0,12.5354,KMT,KMT,1,0,10,0,1
臺中市,2011,265668.0,4.84,2711815.4,18700.0,12.49,KMT,KMT,1,0,11,0,1
臺中市,2012,271251.0,4.58,2719972.8,18900.0,12.5108,KMT,KMT,1,0,12,0,1
臺中市,2013,276834.0,4.319999999999999,2728130.2,19100.0,12.5312,KMT,KMT,1,0,13,0,1
臺中市,2014,282417.0,4.06,2736287.6,19300.0,12.5511,DPP,KMT,0,1,1,1,0
臺中市,2015,288000.0,3.8,2744445.0,19500.0,12.5707,DPP,KMT,0,1,2,1,0
臺中市,2016,291400.0,3.8,2759713.4,19700.0,12.5825,DPP,DPP,1,1,3,1,0
臺中市,2017,294800.0,3.8,2774981.8,19900.0,12.5941,DPP,DPP,1,1,4,1,0
臺中市,2018,298200.0,3.8,2790250.2,20100.0,12.6055,KMT,DPP,0,1,1,0,1
臺中市,2019,301600.0,3.8,2805518.6,20300.0,12.6169,KMT,DPP,0,1,2,0,1
臺中市,2020,305000.0,3.8,2820787.0,20500.0,12.6281,KMT,DPP,0,1,3,0,1
臺中市,2021,308400.0,3.8,2836055.4,20700.0,12.6392,KMT,DPP,0,1,4,0,1
臺中市,2022,311800.0,3.8,2851323.8,20900.0,12.6501,KMT,DPP,0,0,5,0,1
臺中市,2023,315200.0,3.8,2866592.2,21100.0,12.661,KMT,DPP,0,0,6,0,1
臺中市,2024,318600.0,3.8,2881860.6,21300.0,12.6717,KMT,DPP,0,0,7,0,1
臺南市,1990,225813.0,2.5,1799557.0,13000.0,12.3275,KMT,KMT,1,0,1,0,1
臺南市,1991,227758.8,2.6,1804035.0,13100.0,12.336,KMT,KMT,1,0,2,0,1
臺南市,1992,229704.6,2.7,1808513.0,13200.0,12.3445,KMT,KMT,1,0,3,0,1
臺南市,1993,231650.4,2.8,1812991.0,13300.0,12.353,KMT,KMT,1,0,4,0,1
臺南市,1994,233596.2,2.9,1817469.0,13400.0,12.3613,KMT,KMT,1,0,5,0,1
臺南市,1995,235542.0,3.0,1821947.0,13500.0,12.3696,KMT,KMT,1,0,6,0,1
臺南市,1996,237487.8,3.1,1826425.0,13600.0,12.3779,KMT,KMT,1,0,7,0,1
臺南市,1997,239433.6,3.2,1830903.0,13700.0,12.386,DPP,KMT,0,1,1,1,0
臺南市,1998,241379.4,3.3,1835381.0,13800.0,12.3941,DPP,KMT,0,1,2,1,0
臺南市,1999,243325.2,3.4,1839859.0,13900.0,12.4022,DPP,KMT,0,1,3,1,0
臺南市,2000,245271.0,3.5,1844337.0,14000.0,12.4101,DPP,DPP,1,1,4,1,0
臺南市,2001,247216.8,3.6,1848815.0,14100.0,12.418,DPP,DPP,1,0,5,1,0
臺南市,2002,249162.6,3.7,1853293.0,14200.0,12.4259,DPP,DPP,1,0,6,1,0
臺南市,2003,251108.4,3.8,1857771.0,14300.0,12.4336,DPP,DPP,1,0,7,1,0
臺南市,2004,253054.2,3.9,1862249.0,14400.0,12.4414,DPP,DPP,1,0,8,1,0
臺南市,2005,255000.0,4.0,1866727.0,14500.0,12.449,DPP,DPP,1,0,9,1,0
臺南市,2006,254000.0,4.22,1868140.4,14600.0,12.4451,DPP,DPP,1,0,10,1,0
臺南市,2007,253000.0,4.4399999999999995,1869553.8,14700.0,12.4411,DPP,DPP,1,0,11,1,0
臺南市,2008,252000.0,4.66,1870967.2,14800.0,12.4372,DPP,KMT,0,0,12,1,0
臺南市,2009,251000.0,4.88,1872380.6,14900.0,12.4332,DPP,KMT,0,0,13,1,0
臺南市,2010,250000.0,5.1,1873794.0,15000.0,12.4292,DPP,KMT,0,0,14,1,0
臺南市,2011,245271.0,4.859999999999999,1876143.4,15200.0,12.4101,DPP,KMT,0,0,15,1,0
臺南市,2012,249453.25,4.62,1878492.8,15400.0,12.427,DPP,KMT,0,0,16,1,0
臺南市,2013,253635.5,4.38,1880842.2,15600.0,12.4437,DPP,KMT,0,0,17,1,0
臺南市,2014,257817.75,4.14,1883191.6,15800.0,12.46,DPP,KMT,0,0,18,1,0
臺南市,2015,262000.0,3.9,1885541.0,16000.0,12.4761,DPP,KMT,0,0,19,1,0
臺南市,2016,266600.0,3.88,1883416.2,16360.0,12.4935,DPP,DPP,1,0,20,1,0
臺南市,2017,271200.0,3.86,1881291.4,16720.0,12.5106,DPP,DPP,1,0,21,1,0
臺南市,2018,275800.0,3.84,1879166.6,17080.0,12.5274,DPP,DPP,1,0,22,1,0
臺南市,2019,280400.0,3.82,1877041.8,17440.0,12.544,DPP,DPP,1,0,23,1,0
臺南市,2020,285000.0,3.8,1874917.0,17800.0,12.5602,DPP,DPP,1,0,24,1,0
臺南市,2021,289600.0,3.78,1872792.2,18160.0,12.5763,DPP,DPP,1,0,25,1,0
臺南市,2022,294200.0,3.76,1870667.4,18520.0,12.592,DPP,DPP,1,0,26,1,0
臺南市,2023,298800.0,3.74,1868542.6,18880.0,12.6075,DPP,DPP,1,0,27,1,0
臺南市,2024,303400.0,3.72,1866417.8,19240.0,12.6228,DPP,DPP,1,0,28,1,0
高雄市,1994,249715.6,3.4,2683085.8,15800.0,12.4281,KMT,KMT,1,0,1,0,1
高雄市,1995,253196.0,3.5,2690116.0,16000.0,12.4419,KMT,KMT,1,0,2,0,1
高雄市,1996,256676.4,3.6,2697146.2,16200.0,12.4556,KMT,KMT,1,0,3,0,1
高雄市,1997,260156.8,3.7,2704176.4,16400.0,12.469,KMT,KMT,1,0,4,0,1
高雄市,1998,263637.2,3.8,2711206.6,16600.0,12.4823,DPP,KMT,0,1,1,1,0
高雄市,1999,267117.6,3.9,2718236.8,16800.0,12.4954,DPP,KMT,0,1,2,1,0
高雄市,2000,270598.0,4.0,2725267.0,17000.0,12.5084,DPP,DPP,1,1,3,1,0
高雄市,2001,274078.4,4.1,2732297.2,17200.0,12.5212,DPP,DPP,1,1,4,1,0
高雄市,2002,277558.8,4.2,2739327.4,17400.0,12.5338,DPP,DPP,1,0,5,1,0
高雄市,2003,281039.2,4.3,2746357.6,17600.0,12.5462,DPP,DPP,1,0,6,1,0
高雄市,2004,284519.6,4.4,2753387.8,17800.0,12.5586,DPP,DPP,1,0,7,1,0
高雄市,2005,288000.0,4.5,2760418.0,18000.0,12.5707,DPP,DPP,1,0,8,1,0
高雄市,2006,285400.0,4.7,2763031.0,17900.0,12.5616,DPP,DPP,1,0,9,1,0
高雄市,2007,282800.0,4.9,2765644.0,17800.0,12.5525,DPP,DPP,1,0,10,1,0
高雄市,2008,280200.0,5.1,2768257.0,17700.0,12.5433,DPP,KMT,0,0,11,1,0
高雄市,2009,277600.0,5.3,2770870.0,17600.0,12.5339,DPP,KMT,0,0,12,1,0
高雄市,2010,275000.0,5.5,2773483.0,17500.0,12.5245,DPP,KMT,0,0,13,1,0
高雄市,2011,270598.0,5.2,2774570.0,17600.0,12.5084,DPP,KMT,0,0,14,1,0
高雄市,2012,272948.5,4.9,2775657.0,17700.0,12.517,DPP,KMT,0,0,15,1,0
高雄市,2013,275299.0,4.6,2776744.0,17800.0,12.5256,DPP,KMT,0,0,16,1,0
高雄市,2014,277649.5,4.3,2777831.0,17900.0,12.5341,DPP,KMT,0,0,17,1,0
高雄市,2015,280000.0,4.0,2778918.0,18000.0,12.5425,DPP,KMT,0,0,18,1,0
高雄市,2016,283600.0,4.0,2776320.8,18200.0,12.5553,DPP,DPP,1,0,19,1,0
高雄市,2017,287200.0,4.0,2773723.6,18400.0,12.5679,DPP,DPP,1,0,20,1,0
高雄市,2018,290800.0,4.0,2771126.4,18600.0,12.5804,KMT,DPP,0,1,1,0,1
高雄市,2019,294400.0,4.0,2768529.2,18800.0,12.5927,KMT,DPP,0,1,2,0,1
高雄市,2020,298000.0,4.0,2765932.0,19000.0,12.6048,KMT,DPP,0,1,3,0,1
高雄市,2021,301600.0,4.0,2763334.8,19200.0,12.6169,KMT,DPP,0,1,4,0,1
高雄市,2022,305200.0,4.0,2760737.6,19400.0,12.6287,DPP,DPP,1,1,1,1,0
高雄市,2023,308800.0,4.0,2758140.4,19600.0,12.6404,DPP,DPP,1,1,2,1,0
高雄市,2024,312400.0,4.0,2755543.2,19800.0,12.652,DPP,DPP,1,1,3,1,0
宜蘭縣,1990,203703.0,3.0,474160.0,11000.0,12.2244,DPP,KMT,0,0,1,1,0
宜蘭縣,1991,206122.8,3.1,473244.4,11100.0,12.2362,DPP,KMT,0,0,2,1,0
宜蘭縣,1992,208542.6,3.2,472328.8,11200.0,12.2479,DPP,KMT,0,0,3,1,0
宜蘭縣,1993,210962.4,3.3,471413.2,11300.0,12.2594,DPP,KMT,0,0,4,1,0
宜蘭縣,1994,213382.2,3.4,470497.6,11400.0,12.2708,DPP,KMT,0,0,5,1,0
宜蘭縣,1995,215802.0,3.5,469582.0,11500.0,12.2821,DPP,KMT,0,0,6,1,0
宜蘭縣,1996,218221.8,3.6,468666.4,11600.0,12.2933,DPP,KMT,0,0,7,1,0
宜蘭縣,1997,220641.6,3.7,467750.8,11700.0,12.3043,DPP,KMT,0,0,8,1,0
宜蘭縣,1998,223061.4,3.8,466835.2,11800.0,12.3152,DPP,KMT,0,0,9,1,0
宜蘭縣,1999,225481.2,3.9,465919.6,11900.0,12.326,DPP,KMT,0,0,10,1,0
宜蘭縣,2000,227901.0,4.0,465004.0,12000.0,12.3367,DPP,DPP,1,0,11,1,0
宜蘭縣,2001,230320.8,4.1,464088.4,12100.0,12.3472,DPP,DPP,1,0,12,1,0
宜蘭縣,2002,232740.6,4.2,463172.8,12200.0,12.3577,DPP,DPP,1,0,13,1,0
宜蘭縣,2003,235160.4,4.3,462257.2,12300.0,12.368,DPP,DPP,1,0,14,1,0
宜蘭縣,2004,237580.2,4.4,461341.6,12400.0,12.3783,DPP,DPP,1,0,15,1,0
宜蘭縣,2005,240000.0,4.5,460426.0,12500.0,12.3884,KMT,DPP,0,1,1,0,1
宜蘭縣,2006,239000.0,4.66,460438.0,12560.0,12.3842,KMT,DPP,0,1,2,0,1
宜蘭縣,2007,238000.0,4.82,460450.0,12620.0,12.38,KMT,DPP,0,1,3,0,1
宜蘭縣,2008,237000.0,4.9799999999999995,460462.0,12680.0,12.3758,KMT,KMT,1,1,4,0,1
宜蘭縣,2009,236000.0,5.14,460474.0,12740.0,12.3716,DPP,KMT,0,1,1,1,0
宜蘭縣,2010,235000.0,5.3,460486.0,12800.0,12.3673,DPP,KMT,0,1,2,1,0
宜蘭縣,2011,227901.0,5.04,460012.2,12840.0,12.3367,DPP,KMT,0,1,3,1,0
宜蘭縣,2012,232925.75,4.78,459538.4,12880.0,12.3585,DPP,KMT,0,1,4,1,0
宜蘭縣,2013,237950.5,4.52,459064.6,12920.0,12.3798,DPP,KMT,0,0,5,1,0
宜蘭縣,2014,242975.25,4.26,458590.8,12960.0,12.4007,DPP,KMT,0,0,6,1,0
宜蘭縣,2015,248000.0,4.0,458117.0,13000.0,12.4212,DPP,KMT,0,0,7,1,0
宜蘭縣,2016,250800.0,3.98,457111.0,13100.0,12.4324,DPP,DPP,1,0,8,1,0
宜蘭縣,2017,253600.0,3.96,456105.0,13200.0,12.4435,DPP,DPP,1,0,9,1,0
宜蘭縣,2018,256400.0,3.94,455099.0,13300.0,12.4545,KMT,DPP,0,1,1,0,1
宜蘭縣,2019,259200.0,3.92,454093.0,13400.0,12.4654,KMT,DPP,0,1,2,0,1
宜蘭縣,2020,262000.0,3.9,453087.0,13500.0,12.4761,KMT,DPP,0,1,3,0,1
宜蘭縣,2021,264800.0,3.88,452081.0,13600.0,12.4867,KMT,DPP,0,1,4,0,1
宜蘭縣,2022,267600.0,3.86,451075.0,13700.0,12.4972,KMT,DPP,0,0,5,0,1
宜蘭縣,2023,270400.0,3.84,450069.0,13800.0,12.5077,KMT,DPP,0,0,6,0,1
宜蘭縣,2024,273200.0,3.82,449063.0,13900.0,12.518,KMT,DPP,0,0,7,0,1
新竹縣,1990,274337.0,0.5,363957.0,14000.0,12.5221,DPP,KMT,0,0,1,1,0
新竹縣,1991,277381.2,0.7,371532.6,14400.0,12.5331,DPP,KMT,0,0,2,1,0
新竹縣,1992,280425.4,0.8999999999999999,379108.2,14800.0,12.5441,DPP,KMT,0,0,3,1,0
新竹縣,1993,283469.6,1.1,386683.8,15200.0,12.5549,DPP,KMT,0,0,4,1,0
新竹縣,1994,286513.8,1.2999999999999998,394259.4,15600.0,12.5655,DPP,KMT,0,0,5,1,0
新竹縣,1995,289558.0,1.5,401835.0,16000.0,12.5761,DPP,KMT,0,0,6,1,0
新竹縣,1996,292602.2,1.7,409410.6,16400.0,12.5866,DPP,KMT,0,0,7,1,0
新竹縣,1997,295646.4,1.9,416986.2,16800.0,12.5969,DPP,KMT,0,0,8,1,0
新竹縣,1998,298690.6,2.1,424561.8,17200.0,12.6072,DPP,KMT,0,0,9,1,0
新竹縣,1999,301734.8,2.3,432137.4,17600.0,12.6173,DPP,KMT,0,0,10,1,0
新竹縣,2000,304779.0,2.5,439713.0,18000.0,12.6273,DPP,DPP,1,0,11,1,0
新竹縣,2001,307823.2,2.7,447288.6,18400.0,12.6373,KMT,DPP,0,1,1,0,1
新竹縣,2002,310867.4,2.9,454864.2,18800.0,12.6471,KMT,DPP,0,1,2,0,1
新竹縣,2003,313911.6,3.1,462439.8,19200.0,12.6569,KMT,DPP,0,1,3,0,1
新竹縣,2004,316955.8,3.3,470015.4,19600.0,12.6665,KMT,DPP,0,1,4,0,1
新竹縣,2005,320000.0,3.5,477591.0,20000.0,12.6761,KMT,DPP,0,0,5,0,1
新竹縣,2006,319000.0,3.66,484675.8,20400.0,12.6729,KMT,DPP,0,0,6,0,1
新竹縣,2007,318000.0,3.82,491760.6,20800.0,12.6698,KMT,DPP,0,0,7,0,1
新竹縣,2008,317000.0,3.98,498845.4,21200.0,12.6667,KMT,KMT,1,0,8,0,1
新竹縣,2009,316000.0,4.14,505930.2,21600.0,12.6635,KMT,KMT,1,0,9,0,1
新竹縣,2010,315000.0,4.3,513015.0,22000.0,12.6603,KMT,KMT,1,0,10,0,1
新竹縣,2011,304779.0,4.1,518820.4,22400.0,12.6273,KMT,KMT,1,0,11,0,1
新竹縣,2012,311084.25,3.9,524625.8,22800.0,12.6478,KMT,KMT,1,0,12,0,1
新竹縣,2013,317389.5,3.7,530431.2,23200.0,12.6679,KMT,KMT,1,0,13,0,1
新竹縣,2014,323694.75,3.5,536236.6,23600.0,12.6876,KMT,KMT,1,0,14,0,1
新竹縣,2015,330000.0,3.3,542042.0,24000.0,12.7068,KMT,KMT,1,0,15,0,1
新竹縣,2016,334000.0,3.3,547788.6,24400.0,12.7189,KMT,DPP,0,0,16,0,1
新竹縣,2017,338000.0,3.3,553535.2,24800.0,12.7308,KMT,DPP,0,0,17,0,1
新竹縣,2018,342000.0,3.3,559281.8,25200.0,12.7426,KMT,DPP,0,0,18,0,1
新竹縣,2019,346000.0,3.3,565028.4,25600.0,12.7542,KMT,DPP,0,0,19,0,1
新竹縣,2020,350000.0,3.3,570775.0,26000.0,12.7657,KMT,DPP,0,0,20,0,1
新竹縣,2021,354000.0,3.3,576521.6,26400.0,12.7771,KMT,DPP,0,0,21,0,1
